	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	Sulfur_id	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_49	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	49	48087	48863	1	C		laq:GLA29479_1403		laq:GLA29479_1403 ()	FALSE	0.388	130	8.01E-30													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_50	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	50	48895	49026	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_51	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	51	49039	49272	-1	C		bjp:RN69_20920		bjp:RN69_20920 ()	FALSE	0.494	75	5.46E-14													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_52	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	52	49511	49969	-1	C		vgo:GJW-30_1_01779		vgo:GJW-30_1_01779 ()	FALSE	0.636	186	3.11E-51													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_53	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	53	50363	50455	-1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_54	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	54	50491	50694	1	D																Prokaryotic lipoprotein-attachment site [PF13627.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_55	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	55	50702	51973	1	A		rhz:RHPLAN_11990	K01586	rhz:RHPLAN_11990 (K01586) lysA; diaminopimelate decarboxylase [EC:4.1.1.20]	TRUE	0.81	700	6.43E-224								"Pyridoxal-dependent decarboxylase, pyridoxal binding domain [PF02784.19]; Pyridoxal-dependent decarboxylase, C-terminal sheet domain [PF00278.25]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_56	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	56	52077	54680	1	A		rhz:RHPLAN_12000		rhz:RHPLAN_12000 ()	TRUE	0.638	1063	0								Domain of unknown function (DUF4175) [PF13779.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_57	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	57	54794	55456	1	A		rhz:RHPLAN_12050	K09812	rhz:RHPLAN_12050 (K09812) ftsE; cell division transport system ATP-binding protein	TRUE	0.83	378	1.89E-116								ABC transporter [PF00005.30]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_58	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	58	55443	56420	1	A		psin:CAK95_12100	K09811	psin:CAK95_12100 (K09811) ftsX; cell division transport system permease protein	TRUE	0.614	359	1.01E-107													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_59	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	59	56471	57190	1	C		psin:CAK95_12105		psin:CAK95_12105 ()	FALSE	0.601	236	1.07E-66								DUF218 domain [PF02698.20]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_60	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	60	57212	57973	1	C		psin:CAK95_12110	K00655	psin:CAK95_12110 (K00655) plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	FALSE	0.685	321	8.05E-96								Acyltransferase [PF01553.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_61	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	61	58112	58732	1	C		vgo:GJW-30_1_01716		vgo:GJW-30_1_01716 ()	FALSE	0.839	283	1.35E-83								Envelope integrity protein A [PF06577.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_62	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	62	58861	59949	1	C		rhz:RHPLAN_59260		rhz:RHPLAN_59260 ()	FALSE	0.359	249	4.13E-69													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_63	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	63	60029	60898	1	C		psin:CAK95_15095		psin:CAK95_15095 ()	FALSE	0.734	352	4.51E-106								Protein of unknown function (DUF2927) [PF11150.11]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_64	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	64	60901	61146	1	D																Protein of unknown function (DUF3551) [PF12071.11]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_65	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	65	61167	62147	1	A		rhz:RHPLAN_08400		rhz:RHPLAN_08400 ()	TRUE	0.619	368	5.55E-111								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_66	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	66	62230	63057	1	C		rhz:RHPLAN_62360		rhz:RHPLAN_62360 ()	FALSE	0.658	331	4.29E-99	MER0034361	S33	MER0034361 - family S33 unassigned peptidases (Streptomyces avermitilis) [S33.UPW]#S33#{peptidase unit: 1-249}~source Q82BN6~	FALSE	0.409	170	2.13E-45	"Serine aminopeptidase, S33 [PF12146.11]; Alpha/beta hydrolase family [PF12697.10]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.15]; TAP-like protein [PF08386.13]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_67	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	67	63087	64274	1	A		rhz:RHPLAN_62370		rhz:RHPLAN_62370 ()	TRUE	0.772	621	2.94E-197								Luciferase-like monooxygenase [PF00296.23]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_68	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	68	64320	64589	-1	C		shum:STHU_33210		shum:STHU_33210 ()	FALSE	0.594	98	7.13E-22								Protein of unknown function (DUF2934) [PF11154.11]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_69	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	69	64751	65056	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_70	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	70	65461	65667	-1	C		rpc:RPC_4272	K03704	rpc:RPC_4272 (K03704) cspA; cold shock protein	FALSE	0.88	123	5.48E-31								'Cold-shock' DNA-binding domain [PF00313.25]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_71	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	71	66262	67572	1	C		mtea:DK419_01095		mtea:DK419_01095 ()	FALSE	0.358	256	1.95E-70								NMT1-like family [PF16868.8]; NMT1/THI5 like [PF09084.14]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_72	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	72	67857	70007	1	A		pstg:E8M01_12810		pstg:E8M01_12810 ()	TRUE	0.586	783	3.26E-247								Flavin containing amine oxidoreductase [PF01593.27]; Prenylcysteine lyase [PF07156.17]; Methyltransferase domain [PF08241.15]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF13489.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_73	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	73	70040	71908	1	A		phr:C6569_18425	K06147	"phr:C6569_18425 (K06147) ABCB-BAC; ATP-binding cassette, subfamily B, bacterial"	TRUE	0.57	639	4.91E-199								ABC transporter [PF00005.30]; ABC transporter transmembrane region [PF00664.26]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_74	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	74	72053	73087	1	A		rhz:RHPLAN_29630		rhz:RHPLAN_29630 ()	TRUE	0.685	459	4.61E-142								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_75	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	75	73152	74126	-1	A		rhz:RHPLAN_37870		rhz:RHPLAN_37870 ()	TRUE	0.725	363	4.16E-109								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_76	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	76	74264	75001	1	A		rhz:RHPLAN_37880	K09020	rhz:RHPLAN_37880 (K09020) rutB; ureidoacrylate peracid hydrolase [EC:3.5.1.110]	TRUE	0.822	396	3.02E-122								Isochorismatase family [PF00857.23]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_77	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	77	75389	76414	1	C		rhz:RHPLAN_10710		rhz:RHPLAN_10710 ()	FALSE	0.705	437	1.33E-134								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_78	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	78	76476	77501	1	C		bbro:BAU06_01415		bbro:BAU06_01415 ()	FALSE	0.542	326	4.11E-96								2OG-Fe(II) oxygenase superfamily [PF03171.23]; non-haem dioxygenase in morphine synthesis N-terminal [PF14226.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_79	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	79	77665	78639	1	A		rhz:RHPLAN_10710		rhz:RHPLAN_10710 ()	TRUE	0.693	443	5.59E-137								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_80	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	80	78836	79897	1	A		rhz:RHPLAN_32550	K05713	"rhz:RHPLAN_32550 (K05713) mhpB; 2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]"	TRUE	0.841	609	7.56E-194								"Catalytic LigB subunit of aromatic ring-opening dioxygenase [PF02900.21]; Aromatic-ring-opening dioxygenase LigAB, LigA subunit [PF07746.14]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_81	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	81	79921	80883	-1	C		rhz:RHPLAN_33770		rhz:RHPLAN_33770 ()	FALSE	0.548	313	7.52E-92								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_82	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	82	81051	81962	1	A		rhz:RHPLAN_68060	K06911	"rhz:RHPLAN_68060 (K06911) PIR; quercetin 2,3-dioxygenase [EC:1.13.11.24]"	TRUE	0.87	543	5.34E-172								Pirin [PF02678.19]; Pirin C-terminal cupin domain [PF05726.16]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_83	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	83	82303	82794	-1	C		psin:CAK95_12645		psin:CAK95_12645 ()	FALSE	0.571	179	2.03E-48													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_84	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	84	82943	83095	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_85	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	85	83021	83404	-1	C		psin:CAK95_12640		psin:CAK95_12640 ()	FALSE	0.522	123	8.80E-30								Phasin protein [PF09361.13]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_86	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	86	83837	84586	1	C		rhz:RHPLAN_61490		rhz:RHPLAN_61490 ()	FALSE	0.682	327	4.38E-98								Protein of unknown function (DUF1194) [PF06707.14]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_87	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	87	84829	85857	1	A		rpa:RPA4152	K02012	"rpa:RPA4152 (K02012) afuA, fbpA; iron(III) transport system substrate-binding protein"	TRUE	0.774	518	2.47E-162								Bacterial extracellular solute-binding protein [PF13343.9]; Bacterial extracellular solute-binding protein [PF13531.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_88	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	88	85854	87578	1	A		psin:CAK95_12620	K02011	"psin:CAK95_12620 (K02011) afuB, fbpB; iron(III) transport system permease protein"	TRUE	0.673	724	2.35E-229								Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_89	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	89	87580	88593	-1	D																Bacterial SH3 domain [PF08239.14]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_90	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	90	89040	89858	1	C		bgq:X265_35305	K16079	bgq:X265_35305 (K16079) omp31; outer membrane immunogenic protein	FALSE	0.326	136	1.19E-31								Outer membrane protein beta-barrel domain [PF13505.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_91	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	91	90070	91149	-1	A		mmes:MMSR116_01450	K01709	"mmes:MMSR116_01450 (K01709) rfbG; CDP-glucose 4,6-dehydratase [EC:4.2.1.45]"	TRUE	0.598	407	6.89E-124								"GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; Polysaccharide biosynthesis protein [PF02719.18]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; Male sterility protein [PF07993.15]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_92	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	92	91372	92079	1	A		mno:Mnod_6364	K01028	mno:Mnod_6364 (K01028) scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	TRUE	0.873	423	1.28E-131								Coenzyme A transferase [PF01144.26]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_93	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	93	92091	92741	1	A		rhz:RHPLAN_61510	K01029	rhz:RHPLAN_61510 (K01029) scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	TRUE	0.877	398	3.05E-123								Coenzyme A transferase [PF01144.26]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_94	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	94	92891	94942	1	A		rhz:RHPLAN_61520	K07289	rhz:RHPLAN_61520 (K07289) asmA; AsmA protein	TRUE	0.608	745	1.37E-234								AsmA-like C-terminal region [PF13502.9]; AsmA family [PF05170.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_95	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	95	94962	95825	-1	A		cdq:BOQ54_17715		cdq:BOQ54_17715 ()	TRUE	0.788	464	5.97E-145								Xylose isomerase-like TIM barrel [PF01261.27]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_96	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	96	95829	97019	-1	A		psin:CAK95_09780		psin:CAK95_09780 ()	TRUE	0.77	619	1.48E-196								Protein of unknown function (DUF993) [PF06187.14]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_97	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	97	97027	98175	-1	A		psin:CAK95_09775		psin:CAK95_09775 ()	TRUE	0.835	653	2.56E-208								"Oxidoreductase family, C-terminal alpha/beta domain [PF02894.20]; Oxidoreductase family, NAD-binding Rossmann fold [PF01408.25]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_98	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	98	98172	98873	-1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_99	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	99	99313	99636	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_100	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	100	99714	100676	-1	C		xhd:LMG31886_35890		xhd:LMG31886_35890 ()	FALSE	0.339	175	2.54E-44								Putative O-methyltransferase [PF20553.1]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_101	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	101	100673	102016	-1	C		xhd:LMG31886_35900		xhd:LMG31886_35900 ()	FALSE	0.489	302	4.49E-86													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_102	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	102	102009	102935	-1	C		xhd:LMG31886_35940	K07319	xhd:LMG31886_35940 (K07319) yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	FALSE	0.576	306	6.98E-90								DNA methylase [PF01555.21]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_103	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	103	103872	106211	-1	A		rfv:RFYW14_01715		rfv:RFYW14_01715 ()	TRUE	0.491	688	3.39E-213								"Response regulator receiver domain [PF00072.27]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF08447.15]; PAS fold [PF08448.13]; His Kinase A (phospho-acceptor) domain [PF00512.28]; PAS domain [PF13426.10]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_104	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	104	106241	107752	-1	A		mets:DK389_01400	K08482	mets:DK389_01400 (K08482) kaiC; circadian clock protein KaiC	TRUE	0.731	721	1.32E-229								KaiC [PF06745.16]; recA bacterial DNA recombination protein [PF00154.24]; AAA domain [PF13481.9]; Rad51 [PF08423.14]; DnaB-like helicase C terminal domain [PF03796.18]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_105	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	105	107967	108440	-1	C		rva:Rvan_0193	K01767	rva:Rvan_0193 (K01767) cupin; S-methyl-1-thioxylulose 5-phosphate methylthiotransferase [EC:2.8.4.6]	FALSE	0.714	206	5.47E-58								Mannose-6-phosphate isomerase [PF01050.21]; AraC-like ligand binding domain [PF02311.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_106	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	106	108433	109524	-1	A		msl:Msil_1244	K25035	msl:Msil_1244 (K25035) rlp; S-methyl-5-thioribulose 1-phosphate isomerase [EC:5.3.3.23]	TRUE	0.569	400	3.20E-121								"Ribulose bisphosphate carboxylase large chain, catalytic domain [PF00016.23]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_107	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	107	109799	110227	1	C		ali:AZOLI_p40379		ali:AZOLI_p40379 ()	FALSE	0.67	193	1.26E-53								Endodeoxyribonuclease RusA [PF05866.14]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_108	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	108	110228	110890	1	C		ali:AZOLI_p40378		ali:AZOLI_p40378 ()	FALSE	0.591	255	1.31E-73								REase_AHJR-like [PF18743.4]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_109	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	109	111365	112330	1	C		del:DelCs14_1727		del:DelCs14_1727 ()	FALSE	0.383	203	4.94E-54								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_110	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	110	112530	113489	-1	C		hyn:F9K07_17860		hyn:F9K07_17860 ()	FALSE	0.539	327	8.87E-97								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_111	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	111	113558	114532	-1	A		deu:DBW_3140	K00344	"deu:DBW_3140 (K00344) qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]"	TRUE	0.603	380	4.08E-115								Zinc-binding dehydrogenase [PF00107.29]; Zinc-binding dehydrogenase [PF13602.9]; Alcohol dehydrogenase GroES-like domain [PF08240.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_112	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	112	114576	115541	-1	A		rhz:RHPLAN_49880	K03392	rhz:RHPLAN_49880 (K03392) ACMSD; aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]	TRUE	0.711	457	8.03E-142								Amidohydrolase [PF04909.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_113	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	113	115675	116982	-1	A		psin:CAK95_08750	K06941	psin:CAK95_08750 (K06941) rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	TRUE	0.794	646	4.32E-205													1
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_114	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	114	117010	117681	-1	C		bgz:XH91_01925		bgz:XH91_01925 ()	FALSE	0.549	222	4.52E-62								Invasion associated locus B (IalB) protein [PF06776.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_115	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	115	117814	118788	1	A		rhz:RHPLAN_04230	K00344	"rhz:RHPLAN_04230 (K00344) qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]"	TRUE	0.736	484	6.33E-151								Zinc-binding dehydrogenase [PF00107.29]; Zinc-binding dehydrogenase [PF13602.9]; Alcohol dehydrogenase GroES-like domain [PF08240.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_116	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	116	118969	119367	-1	C		vgo:GJW-30_1_00954		vgo:GJW-30_1_00954 ()	FALSE	0.669	143	1.11E-36								Protein of unknown function (DUF1232) [PF06803.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_117	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	117	119451	119753	-1	C		rhz:RHPLAN_04210	K01724	"rhz:RHPLAN_04210 (K01724) PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]"	FALSE	0.79	156	1.02E-41								Pterin 4 alpha carbinolamine dehydratase [PF01329.22]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_118	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	118	119813	120367	-1	C		rhz:RHPLAN_70230	K15012	"rhz:RHPLAN_70230 (K15012) regA, regR, actR; two-component system, response regulator RegA"	FALSE	0.814	314	1.02E-94								Response regulator receiver domain [PF00072.27]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_119	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	119	120398	121738	-1	A		rhz:RHPLAN_70220	K15011	"rhz:RHPLAN_70220 (K15011) regB, regS, actS; two-component system, sensor histidine kinase RegB [EC:2.7.13.3]"	TRUE	0.705	617	1.24E-194								"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; His Kinase A (phospho-acceptor) domain [PF00512.28]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_120	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	120	121897	122655	1	A		rhz:RHPLAN_70210	K01990	rhz:RHPLAN_70210 (K01990) ABC-2.A; ABC-2 type transport system ATP-binding protein	TRUE	0.775	389	1.21E-119								ABC transporter [PF00005.30]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_121	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	121	122652	123482	1	A		psin:CAK95_06310	K01992	psin:CAK95_06310 (K01992) ABC-2.P; ABC-2 type transport system permease protein	TRUE	0.809	460	8.43E-144								ABC-2 type transporter [PF01061.27]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_7280522_122	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_7280522	122	123589	125256	1	A		rhz:RHPLAN_09390		rhz:RHPLAN_09390 ()	TRUE	0.796	899	3.16E-290								3-octaprenyl-4-hydroxybenzoate carboxy-lyase [PF01977.19]					0
